icd9,ICD9 String,phecode,phenotype,Excl. Phecodes,Excl. Phenotypes,Rollup,Leaf,Ignore Bool
2842,Myelophthisis,285,Other anemias,280-285.99,Anemias,1,0,0
2848,Other specified aplastic anemias,284,Aplastic anemia,280-285.99,Anemias,1,0,0
28489,Aplastic anemias NEC,284,Aplastic anemia,280-285.99,Anemias,1,0,0
2849,Aplastic anemia unspecified,284,Aplastic anemia,280-285.99,Anemias,1,0,0
2851,Acute posthemorrhagic anemia,285,Other anemias,280-285.99,Anemias,1,1,0
28521,Anemia in chronic kidney disease,285,Other anemias,280-285.99,Anemias,1,1,0
28522,Anemia in neoplastic disease,285,Other anemias,280-285.99,Anemias,1,1,0
28529,Anemia of other chronic disease,285,Other anemias,280-285.99,Anemias,1,1,0
2853,Antineoplastic chemotherapy induced anemia (ADDED),285,Other anemias,280-285.99,Anemias,1,1,0
2858,Other specified anemias,285,Other anemias,280-285.99,Anemias,1,0,0
2859,Anemia unspecified,285,Other anemias,280-285.99,Anemias,1,0,0
2860,Congenital factor VIII disorder,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,0,0
2861,Congenital factor IX disorder,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2862,Congenital factor XI deficiency,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2863,Congenital deficiency of other clotting factors,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2864,Von willebrand's disease,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2865,Hemorrhagic disorder due to intrinsic circulating anticoagulants,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28652,Acquired hemophilia,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2866,Defibrination syndrome,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2867,Acquired coagulation factor deficiency,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2869,Other and unspecified coagulation defects,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2870,Allergic purpura,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,0,0
2871,Qualitative platelet defects,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,0,0
2872,Other nonthrombocytopenic purpuras,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,0,0
2873,Primary thrombocytopenia,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28730,"Primary thrombocytopenia, unspecified",287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28731,Immune thrombocytopenic purpura,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28732,Evans' syndrome,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28733,Congenital and hereditary thrombocytopenic purpura,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2874,Secondary thrombocytopenia,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28749,Other secondary thrombocytopenia,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2875,Thrombocytopenia NOS,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
2879,Unspecified hemorrhagic conditions,287,Purpura and other hemorrhagic conditions,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,0,0
2880,Agranulocytosis,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28800,Neutropenia NOS,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28801,Congenital neutropenia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28802,Cyclic neutropenia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28803,Drug induced neutropenia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28804,Neutropenia due to infection,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28809,Other neutropenia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
2881,Functional disorders of polymorphonuclear neutrophils,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,0,0
2882,Genetic anomalies of leukocytes,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,0,0
2883,Eosinophilia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
2884,Hemophagocytic syndromes,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,0,0
28850,Leukocytopenia NOS,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,0,0,0
28851,Lymphocytopenia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,0,0,0
28859,Other decreased white blood cell count,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,0,0,0
28860,Leukocytosis NOS,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28861,Lymphocytosis (symptomatic),288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28862,Leukemoid reaction,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28863,Monocytosis (symptomatic),288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
28866,Bandemia,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,1,0
2888,Other specified disease of white blood cells,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,0,0
2889,Unspecified disease of white blood cells,288,Diseases of white blood cells,288-289.99,Other diseases of the blood,1,0,0
2890,"Polycythemia, secondary",289,Other diseases of blood and blood-forming organs,"288-289.99, 200-200.99",,1,1,0
2891,Chronic lymphadenitis,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
2893,"Lymphadenitis, unspecified, except mesenteric",289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
2894,Hypersplenism,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
28950,Spleen disease NOS,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
28951,Chronic congestive splenomegaly,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
28952,Splenic sequestration,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
28959,Other diseases of spleen,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,0,0,0
2897,Methemoglobinemia,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,1,1,0
2898,Other specified diseases of blood and blood-forming organs,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,1,0,0
28981,Primary hypercoagulable state,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,0,0
28982,Secondary hypercoagulable state,286,Coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,1,1,0
28983,Myelofibrosis,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,1,0,0
28984,Heparin-induced thrombocytopenia (HIT),964,Poisoning by agents primarily affecting blood constituents,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances",1,1,0
28989,Other specified diseases of blood and blood-forming organs,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,1,0,0
2899,Blood disease NOS,289,Other diseases of blood and blood-forming organs,288-289.99,Other diseases of the blood,1,0,0
2900,"Senile dementia, uncomplicated",290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29010,"Presenile dementia, uncomplicated",290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29012,Presenile dementia with delusional features,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
2903,Senile dementia with delirium,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29040,"Vascular dementia, uncomplicated",290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29041,Vascular dementia with delirium,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29042,Vascular dementia with delusions,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29043,Vascular dementia with depressed mood,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
2910,Alcohol withdrawal delirium,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,1
2911,Alcohol-induced persisting amnestic disorder,317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
2912,Alcohol-induced persisting dementia,317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
2913,Alcohol-induced psychotic disorder with hallucinations,317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
29181,Alcohol withdrawal,317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
29189,Other specified alcohol-induced mental disorders,317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
2920,Drug withdrawal,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
29211,Drug-induced psychotic disorder with delusions,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
29212,Drug-induced psychotic disorder with hallucinations,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
29281,Drug-induced delirium,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,1
29282,Drug-induced persisting dementia,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
29284,Drug-induced mood disorder,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
29285,Drug induced sleep disorders,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
29289,Other specified drug-induced mental disorders,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
2929,Unspecified drug-induced mental disorder,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
2930,Delirium due to conditions classified elsewhere,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
2931,Subacute delirium,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29381,Psychotic disorder with delusions in conditions classified elsewhere,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,0,0
29382,Psychotic disorder with hallucinations in conditions classified elsewhere,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,0,0
29383,Mood disorder in conditions classified elsewhere,296,Mood disorders,295-306.99, psychological disorders,1,0,0
29384,Anxiety disorder in conditions classified elsewhere,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
29389,Other specified transient organic mental disorders,291,Other specified nonpsychotic and/or transient mental disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
2939,Unspecified transient mental disorder in conditions classified elsewhere,291,Other specified nonpsychotic and/or transient mental disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
2940,Amnestic disorder in conditions classified elsewhere,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,0,0
29410,Dementia in conditions classified elsewhere without behavioral disturbance,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29411,Dementia in conditions classified elsewhere with behavioral disturbance,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29420,"Dementia, unspecified, without behavioral disturbance",290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
29421,"Dementia, unspecified, with behavioral disturbance",290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,1,1,0
2948,Other persistent mental disorders due to conditions classified elsewhere,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,0,0,0
2949,Unspecified persistent mental disorders due to conditions classified elsewhere,290,Delirium dementia and amnestic and other cognitive disorders,290-292.99, dementia and related cognitive disorders/symptoms,0,0,0
29502,"Simple type schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29512,"Disorganized type schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29520,"Catatonic type schizophrenia, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29522,"Catatonic type schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29524,"Catatonic type schizophrenia, chronic state with acute exacerbation",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29530,"Paranoid type schizophrenia, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29532,"Paranoid type schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29540,"Acute schizophrenic episode, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29544,"Acute schizophrenic episode, chronic state with acute exacerbation",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29560,"Residual schizophrenia, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29562,"Residual schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29564,"Residual schizophrenia, chronic state with acute exacerbation",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29570,"Schizo-affective type schizophrenia, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29572,"Schizo-affective type schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29573,"Schizo-affective type schizophrenia, subchronic state with acute exacerbation",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29574,"Schizo-affective type schizophrenia, chronic state with acute exacerbation",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29575,"Schizo-affective type schizophrenia, in remission",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29580,"Other specified types of schizophrenia, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29590,"Unspecified schizophrenia, unspecified state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29592,"Unspecified schizophrenia, chronic state",295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
29600,"Manic disorder, single episode, unspecified degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29604,"Manic disorder, single episode, severe degree, specified as with psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29614,"Manic disorder, recurrent episode, severe degree, specified as with psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29620,"Major depressive disorder, single episode, unspecified degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29621,"Major depressive disorder, single episode, mild degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29622,"Major depressive disorder, single episode, moderate degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29623,"Major depressive disorder, single episode, severe degree, without mention of psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29624,"Major depressive disorder, single episode, severe degree, specified as with psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29625,"Major depressive disorder, single episode, in partial or unspecified remission",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29630,"Major depressive disorder, recurrent episode, unspecified degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29631,"Major depressive disorder, recurrent episode, mild degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29632,"Major depressive disorder, recurrent episode, moderate degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29633,"Major depressive disorder, recurrent episode, severe degree, without mention of psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29634,"Major depressive disorder, recurrent episode, severe degree, specified as with psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29640,"Bipolar affective disorder, manic, unspecified degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29644,"Bipolar affective disorder, manic, severe degree, specified as with psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29650,"Bipolar affective disorder, depressed, unspecified degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29651,"Bipolar affective disorder, depressed, mild degree",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29653,"Bipolar affective disorder, depressed, severe degree, without mention of psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29654,"Bipolar affective disorder, depressed, severe degree, specified as with psychotic behavior",296,Mood disorders,295-306.99, psychological disorders,1,1,0
2967,"Bipolar I disorder, most recent episode (or current) unspecified",296,Mood disorders,295-306.99, psychological disorders,1,1,0
29680,Bipolar disorder NOS,296,Mood disorders,295-306.99, psychological disorders,1,1,0
29681,Atypical manic disorder,296,Mood disorders,295-306.99, psychological disorders,1,1,0
29689,Bipolar disorder NEC,296,Mood disorders,295-306.99, psychological disorders,1,1,0
29690,Unspecified episodic mood disorder,296,Mood disorders,295-306.99, psychological disorders,1,0,0
29699,Other specified episodic mood disorder,296,Mood disorders,295-306.99, psychological disorders,1,0,0
2971,Delusional disorder,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
2972,Paraphrenia,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
2978,Other specified paranoid states,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
2979,Paranoid state NOS,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
2980,Depressive type psychosis,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,0,0
2982,Reactive confusion,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,0,0
2984,Psychogenic paranoid psychosis,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,1,0
2989,Unspecified psychosis,295,Schizophrenia and other psychotic disorders,295-306.99, psychological disorders,1,0,0
29900,"Infantile autism, current or active state",313,Pervasive developmental disorders,312-315.99,Developmental/behavioral disorders,1,1,0
29980,"Other specified early childhood psychoses, current or active state",313,Pervasive developmental disorders,312-315.99,Developmental/behavioral disorders,1,1,0
29990,"Unspecified childhood psychosis, current or active state",313,Pervasive developmental disorders,312-315.99,Developmental/behavioral disorders,1,1,0
30000,Anxiety state unspecified,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
30001,Panic disorder without agoraphobia,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
30002,Generalized anxiety disorder,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
30009,Other anxiety states,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
30011,Conversion disorder,303,Psychogenic and somatoform disorders,295-306.99, psychological disorders,1,1,0
30012,Dissociative amnesia,303,Psychogenic and somatoform disorders,295-306.99, psychological disorders,0,0,0
30014,Dissociative identity disorder,303,Psychogenic and somatoform disorders,295-306.99, psychological disorders,0,0,0
30015,Dissociative disorder or reaction unspecified,303,Psychogenic and somatoform disorders,295-306.99, psychological disorders,0,0,0
30016,Factitious disorder with predominantly psychological signs and symptoms,303,Psychogenic and somatoform disorders,295-306.99, psychological disorders,1,0,0
30021,Agoraphobia with panic disorder,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
30022,Agoraphobia without mention of panic attacks,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
30029,Other isolated or specific phobias,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
3003,Obsessive-compulsive disorders,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
3004,Dysthymic disorder,300,Anxiety disorders,295-306.99, psychological disorders,1,1,0
3007,Hypochondriasis,303,Psychogenic and somatoform disorders,295-306.99, psychological disorders,1,1,0
30089,Other somatoform disorders,300,Anxiety disorders,295-306.99, psychological disorders,1,0,0
3009,Unspecified nonpsychotic mental disorder,300,Anxiety disorders,295-306.99, psychological disorders,1,0,0
3010,Paranoid personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,0,0
30113,Cyclothymic disorder,301,Personality disorders,295-306.99, psychological disorders,1,0,0
30120,Schizoid personality NOS,301,Personality disorders,295-306.99, psychological disorders,1,1,0
30122,Schizotypal personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,1,0
3013,Explosive personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,1,0
3014,Obsessive-compulsive personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,1,0
30150,"Histrionic personality disorder, unspecified",301,Personality disorders,295-306.99, psychological disorders,1,0,0
30151,Chronic factitious illness with physical symptoms,301,Personality disorders,295-306.99, psychological disorders,1,0,0
3017,Antisocial personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,1,0
30181,Narcissistic personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,0,0
30183,Borderline personality disorder,301,Personality disorders,295-306.99, psychological disorders,1,1,0
3019,Personality disorder NOS,301,Personality disorders,295-306.99, psychological disorders,1,0,0
30250,Trans-sexualism with unspecified sexual history,302,Sexual and gender identity disorders,295-306.99, psychological disorders,1,0,0
30285,Gender identity disorder in adolescents or adults,302,Sexual and gender identity disorders,295-306.99, psychological disorders,1,0,0
3029,Unspecified psychosexual disorder,302,Sexual and gender identity disorders,295-306.99, psychological disorders,1,0,0
30300,"Acute alcoholic intoxication in alcoholism, unspecified drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30301,"Acute alcoholic intoxication in alcoholism, continuous drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30302,"Acute alcoholic intoxication in alcoholism, episodic drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30303,"Acute alcoholic intoxication in alcoholism, in remission",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30390,"Other and unspecified alcohol dependence, unspecified drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30391,"Other and unspecified alcohol dependence, continuous drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30392,"Other and unspecified alcohol dependence, episodic drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30393,"Other and unspecified alcohol dependence, in remission",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,0,0
30400,Opioid type dependence unspecified use,316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30401,"Opioid type dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30402,"Opioid type dependence, episodic use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30403,"Opioid type dependence, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30410,"Barbiturate and similarly acting sedative or hypnotic dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30411,"Barbiturate and similarly acting sedative or hypnotic dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30420,"Cocaine dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30421,"Cocaine dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30422,"Cocaine dependence, episodic use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30423,"Cocaine dependence, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30430,"Cannabis dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30431,"Cannabis dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30440,"Amphetamine and other psychostimulant dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30441,"Amphetamine and other psychostimulant dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30443,"Amphetamine and other psychostimulant dependence, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30460,"Other specified drug dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30461,"Other specified drug dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30470,"Combinations of opioid type drug with any other drug dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30471,"Combinations of opioid type drug with any other drug dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30472,"Combinations of opioid type drug with any other drug dependence, episodic use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30473,"Combinations of opioid type drug with any other drug dependence, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30480,"Combinations of drug dependence excluding opioid type drug, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30481,"Combinations of drug dependence excluding opioid type drug, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30483,"Combinations of drug dependence excluding opioid type drug, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30490,"Unspecified drug dependence, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30491,"Unspecified drug dependence, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30493,"Unspecified drug dependence, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30500,"Alcohol abuse, unspecified drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
30501,"Alcohol abuse, continuous drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
30502,"Alcohol abuse, episodic drinking behavior",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
30503,"Alcohol abuse, in remission",317,Alcohol-related disorders,316-319.99, Substance-related disorders,1,1,0
3051,Tobacco use disorder,318,Tobacco use disorder,316-319.99, Substance-related disorders,1,0,0
30520,"Cannabis abuse, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30521,"Cannabis abuse, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30522,"Cannabis abuse, episodic use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30523,"Cannabis abuse, in remission",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30530,"Hallucinogen abuse, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30531,"Hallucinogen abuse, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30540,"Barbiturate and similarly acting sedative or hypnotic abuse, unspecified use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
30541,"Barbiturate and similarly acting sedative or hypnotic abuse, continuous use",316,Substance addiction and disorders,316-319.99, Substance-related disorders,1,0,0
